2.536646915039499461e+00,8.515735067143639370e-01
2.444239870300868311e+00,8.897957264650875331e-01
2.461231069335082289e+00,9.883416505582722777e-01
2.406120136327259296e+00,1.071784955041060083e+00
2.454198162885119494e+00,1.159469066271668236e+00
2.494283419519924827e+00,1.251083323898534161e+00
2.571484110917379162e+00,1.314644737096755112e+00
2.510023043522093822e+00,1.393527797348193875e+00
2.545964098189930525e+00,1.486845751619403799e+00
2.620788718813188645e+00,1.553187866061027211e+00
2.658726963525444020e+00,1.645711860722698816e+00
2.697597226183051866e+00,1.737848187331309191e+00
2.732340580378615158e+00,1.831618648241137404e+00
2.820866647525118509e+00,1.878128168079260085e+00
2.772309158103825943e+00,1.965547675176366305e+00
2.841740022580462544e+00,2.037515411406060739e+00
2.875382870020888326e+00,2.131686313579185477e+00
2.861021258874000495e+00,2.230649660962272574e+00
2.886103958745965592e+00,2.327452853921662790e+00
2.832236190034795875e+00,2.411704046756423025e+00
2.806614252517365848e+00,2.508365912649094920e+00
2.859873683090057739e+00,2.593002979322466039e+00
2.885962735894980646e+00,2.689539818527724613e+00
2.889981762170676483e+00,2.789459023027136553e+00
2.871096344257677124e+00,2.887659537232772688e+00
2.845051477822824637e+00,2.984208306942131017e+00
2.781760739916740555e+00,3.061631058735795552e+00
2.753587161194763766e+00,3.157580261244188335e+00
2.827967650885581108e+00,3.224419940726919620e+00
2.891319574299677342e+00,3.301792634875013732e+00
2.984062119550992875e+00,3.339193441020172237e+00
3.077120554490706539e+00,3.375801195479727568e+00
3.146301982961162480e+00,3.448008743248553998e+00
3.212239422066597072e+00,3.523190217856446260e+00
3.299763954482703099e+00,3.571558143440886735e+00
3.340508990453082916e+00,3.480235407806366865e+00
3.416538280294082242e+00,3.415277366839345241e+00
3.482575066958398580e+00,3.490371593029189867e+00
3.527503151786481439e+00,3.579710650521870541e+00
3.613203911790833445e+00,3.631241027336680638e+00
3.712952887860556217e+00,3.624159941753097858e+00
3.795409017770277060e+00,3.680737204326603340e+00
3.872398073233371818e+00,3.744554798600442602e+00
3.929264071820529836e+00,3.826812067000780804e+00
3.931983817590760211e+00,3.926775075073494214e+00
