-4.000000000000000000e+00,-4.000000000000000000e+00
-4.074016545278960066e+00,-4.067242479319011395e+00
-4.114681589142163531e+00,-4.158600862665061015e+00
-4.060672532783688560e+00,-4.242761553199699165e+00
-3.991166226151993790e+00,-4.314656430196748715e+00
-3.893548287501405802e+00,-4.336352928845380816e+00
-3.794263284033019268e+00,-4.324416091480216551e+00
-3.705903987719168402e+00,-4.371241669479010383e+00
-3.612466022148864475e+00,-4.406869560099739402e+00
-3.537325369417016141e+00,-4.340885605178623763e+00
-3.437563950915571098e+00,-4.333982027947978821e+00
-3.341443341046022475e+00,-4.361565145217534578e+00
-3.257126029086934160e+00,-4.415329361049199264e+00
-3.157216624780869729e+00,-4.411073667074372651e+00
-3.058485230877709071e+00,-4.426951697743790604e+00
-2.958597861047688848e+00,-4.422206874412960786e+00
-2.859320766249249246e+00,-4.410204439310797753e+00
-2.762437616981028299e+00,-4.385432370606880070e+00
-2.662438332551760656e+00,-4.385810674234164708e+00
-2.562980477724078110e+00,-4.375411870789747582e+00
-2.486849653770215163e+00,-4.310572857502176447e+00
-2.389389511157296475e+00,-4.288178201847991033e+00
-2.307278311929826131e+00,-4.231101490647828811e+00
-2.226436974793662760e+00,-4.172239973422758652e+00
-2.131265127269529547e+00,-4.141542751417450319e+00
-2.068006578922663596e+00,-4.064093696800577860e+00
-2.004907260857282214e+00,-3.986514859095416696e+00
-1.905083198097594188e+00,-3.992444150296721617e+00
-1.873092444562815206e+00,-3.897699273452234436e+00
-1.778154521730401338e+00,-3.866286046806971299e+00
-1.705196365753854693e+00,-3.797896665493043500e+00
-1.727880815009699145e+00,-3.700503566343467554e+00
-1.656671019222342167e+00,-3.630295554094701060e+00
-1.609529695996306131e+00,-3.542104309379036309e+00
-1.580704001523906665e+00,-3.446348999666289714e+00
-1.524431790126996589e+00,-3.363684386774790980e+00
-1.549357801230421661e+00,-3.266840729416800926e+00
-1.507253398439893033e+00,-3.176136709298324590e+00
-1.551623983735446632e+00,-3.086519461178724555e+00
-1.462535596737259080e+00,-3.041096346995951549e+00
-1.422469314358414394e+00,-2.949473789640578048e+00
-1.441050594301916288e+00,-2.851215273288755903e+00
-1.400758642290990785e+00,-2.759691732037614642e+00
-1.313295751080490792e+00,-2.711212430669914575e+00
-1.213311455593114374e+00,-2.709440241093999724e+00
-1.195423150904041165e+00,-2.611053206605959076e+00
-1.131680186780328778e+00,-2.534002349863654580e+00
-1.059340801367194995e+00,-2.464958788845627247e+00
-9.802170602909816566e-01,-2.403807880445961942e+00
-8.808315425453896452e-01,-2.414876704341960334e+00
-8.389091215901709475e-01,-2.324088430753057821e+00
-7.970319328229145128e-01,-2.233279284402310161e+00
-7.424891708583514216e-01,-2.149463491634615586e+00
-6.424939051144953339e-01,-2.148490440343228336e+00
-6.058108409346303347e-01,-2.055461666287155431e+00
-5.460924203885024752e-01,-1.975251253948882457e+00
-4.503626029481679893e-01,-1.946341012634768219e+00
-3.524375634449130601e-01,-1.926075607672469658e+00
-2.532436692001320822e-01,-1.913403932780998851e+00
-2.258396905483692763e-01,-1.817232097225812915e+00
-1.920223331744388418e-01,-1.723123721720527080e+00
-1.961720127678914238e-01,-1.623209858021480656e+00
-1.917556437268403968e-01,-1.523307427197734931e+00
-1.325525759988526175e-01,-1.442715884393323655e+00
-3.342239658322032625e-02,-1.455876717536575882e+00
8.392058902010113286e-03,-1.365038667620949830e+00
5.032402638985367105e-02,-1.274254802850835588e+00
1.503028340608372204e-01,-1.276313447232104714e+00
2.203632165176347968e-01,-1.204958399688099924e+00
3.153281970311443416e-01,-1.173627065913924739e+00
4.133235317865127101e-01,-1.153704356103677497e+00
5.075042343670315148e-01,-1.187319758249715917e+00
5.919844797095770161e-01,-1.240827590824613580e+00
6.918339588721478250e-01,-1.246312252251120078e+00
7.744124609982776519e-01,-1.189913750616725885e+00
8.694762995233107361e-01,-1.158883658691524765e+00
9.671488081958159455e-01,-1.180333158676824645e+00
1.063245320970108487e+00,-1.152666206683151451e+00
1.162676510927712847e+00,-1.163316956122266710e+00
1.260270703402939674e+00,-1.185120020014947428e+00
1.359897661909434063e+00,-1.193749570336092525e+00
1.459448833666399103e+00,-1.184285733808803087e+00
1.546495636206733693e+00,-1.135063237249769763e+00
1.584943881905146235e+00,-1.042750007413984825e+00
1.577171849888117983e+00,-9.430524872927383839e-01
1.615298091142636672e+00,-8.506058014256820954e-01
1.713530130226765813e+00,-8.318850509766715362e-01
1.730148107504571264e+00,-7.332755036133740134e-01
1.715406111753241980e+00,-6.343681046926272771e-01
1.692865310493330000e+00,-5.369416592141993405e-01
1.749658036815259443e+00,-4.546337845185028925e-01
1.720504189481691704e+00,-3.589778741645108795e-01
1.809214579783620103e+00,-3.128208957920106670e-01
1.875861143875488857e+00,-2.382673211309089822e-01
1.966932424848816474e+00,-1.969633045964709339e-01
2.057680147459879372e+00,-1.549531767591796338e-01
2.078948406601662136e+00,-5.724104264535512243e-02
2.134058981078092110e+00,2.620249863183321537e-02
2.203372121425879016e+00,9.828362358925879505e-02
2.270986560944424859e+00,1.719605369922572180e-01
2.350572089210469784e+00,2.325092255875889080e-01
2.290052943855380718e+00,3.121172217028638229e-01
2.352933520479647989e+00,3.898734631462339451e-01
2.425837958407465855e+00,4.583201060911514801e-01
2.478360021831976567e+00,5.434167150343505170e-01
2.555041735456569540e+00,6.076032774566826333e-01
2.592914452587621099e+00,7.001541137419984295e-01
2.509511196001054323e+00,7.553256352975550314e-01
