-4.000000000000000000e+00,-4.000000000000000000e+00
-3.861862347960383079e+00,-4.104714053326441459e+00
-3.767266247373084020e+00,-4.210929642213280033e+00
-3.662235406352704281e+00,-4.340367429757389317e+00
-3.465862781523885161e+00,-4.335459316408959651e+00
-3.315588060903984946e+00,-4.445698879354020860e+00
-3.122093065618799290e+00,-4.495580620022515461e+00
-2.951904052592086103e+00,-4.433842062733733158e+00
-2.754123842073477046e+00,-4.412986659833006087e+00
-2.583063082951544853e+00,-4.369126026396669360e+00
-2.429511677851637241e+00,-4.282868766950230111e+00
-2.248864186325885139e+00,-4.311808272317783519e+00
-2.220597127396214177e+00,-4.384875658305611879e+00
-1.160382555037533958e+00,-2.734402866381590691e+00
8.438458582365804261e-02,-2.089721592245544102e+00
1.685748514158929012e+00,-1.070996461750790552e+00
1.941773950681074723e+00,5.051840993839720184e-01
3.332943517084558493e+00,1.123580069226195022e+00
3.157519259932790590e+00,2.864551149310424094e+00
3.042944033891345157e+00,3.062090227870494896e+00
3.152875539010805639e+00,3.228102905916164111e+00
3.324472568736442923e+00,3.286580798531182790e+00
3.448381436351303009e+00,3.435499894585103853e+00
3.622813129328902093e+00,3.529986956675420284e+00
3.810129404120749186e+00,3.519370297555957094e+00
3.868917889425897982e+00,3.693474802353732933e+00
